asset_id,category,family,piece,scope,priority,status,art_missing,current_art,implemented_in,requirement_id,notes
req-insider-infection-state,entity,Insider,infection-state,future,future,deferred,deferred,,,insider,Not in current base-game scope.
req-insider-tokens,entity,Insider,tokens,future,future,deferred,deferred,,,insider,Not in current base-game scope.
game-intruder-larva-silhouette,entity,Larva,silhouette,base-game,critical,complete,no,../../assets/generated/intruders/larva.svg,../../js/render.js,game-data-intruder,Concrete current-roster asset.
game-intruder-larva-top-down-token,entity,Larva,top-down-token,base-game,critical,complete,no,../../assets/generated/intruders/larva.svg,../../js/render.js,game-data-intruder,Concrete current-roster asset.
req-neoflesh-bag-tokens,entity,Neoflesh Cult,bag-tokens,future,future,deferred,deferred,,,neoflesh,Not in current base-game scope.
req-neoflesh-cultist,entity,Neoflesh Cult,cultist,future,future,deferred,deferred,,,neoflesh,Not in current base-game scope.
req-neoflesh-delver,entity,Neoflesh Cult,delver,future,future,deferred,deferred,,,neoflesh,Not in current base-game scope.
req-neoflesh-exploder,entity,Neoflesh Cult,exploder,future,future,deferred,deferred,,,neoflesh,Not in current base-game scope.
req-neoflesh-queen,entity,Neoflesh Cult,queen,future,future,deferred,deferred,,,neoflesh,Not in current base-game scope.
req-neoflesh-ranged-delver,entity,Neoflesh Cult,ranged-delver,future,future,deferred,deferred,,,neoflesh,Not in current base-game scope.
req-neoflesh-shield-robot-delver,entity,Neoflesh Cult,shield-robot-delver,future,future,deferred,deferred,,,neoflesh,Not in current base-game scope.
req-neoflesh-twitchling,entity,Neoflesh Cult,twitchling,future,future,deferred,deferred,,,neoflesh,Not in current base-game scope.
req-intruder-primeblood-bag-token,entity,Prime Blood,bag-token,base-game,critical,missing,yes,,,intruder-primeblood,No current production art is linked.
req-intruder-primeblood-model,entity,Prime Blood,model,base-game,critical,missing,yes,,,intruder-primeblood,No current production art is linked.
req-intruder-primeblood-silhouette,entity,Prime Blood,silhouette,base-game,critical,missing,yes,,,intruder-primeblood,No current production art is linked.
req-intruder-primeblood-top-down-token,entity,Prime Blood,top-down-token,base-game,critical,missing,yes,,,intruder-primeblood,No current production art is linked.
req-intruder-primeblood-wounded,entity,Prime Blood,wounded,base-game,critical,missing,yes,,,intruder-primeblood,No current production art is linked.
req-intruder-adult-bag-token,entity,Primeblood Adult,bag-token,base-game,critical,missing,yes,,,intruder-adult,Unique entity art is required.
req-intruder-adult-model,entity,Primeblood Adult,model,base-game,critical,missing,yes,,,intruder-adult,Unique entity art is required.
req-intruder-adult-silhouette,entity,Primeblood Adult,silhouette,base-game,critical,complete,no,../../assets/generated/intruders/adult.svg,../../js/render.js,intruder-adult,Original tactical silhouette.
req-intruder-adult-top-down-token,entity,Primeblood Adult,top-down-token,base-game,critical,complete,no,../../assets/generated/intruders/adult.svg,../../js/render.js,intruder-adult,Original tactical silhouette.
req-intruder-adult-wounded,entity,Primeblood Adult,wounded,base-game,critical,missing,yes,,,intruder-adult,Unique entity art is required.
req-intruder-drone-bag-token,entity,Primeblood Drone,bag-token,base-game,critical,missing,yes,,,intruder-drone,Unique entity art is required.
req-intruder-drone-model,entity,Primeblood Drone,model,base-game,critical,missing,yes,,,intruder-drone,Unique entity art is required.
req-intruder-drone-silhouette,entity,Primeblood Drone,silhouette,base-game,critical,complete,no,../../assets/generated/intruders/drone.svg,../../js/render.js,intruder-drone,Original tactical silhouette.
req-intruder-drone-top-down-token,entity,Primeblood Drone,top-down-token,base-game,critical,complete,no,../../assets/generated/intruders/drone.svg,../../js/render.js,intruder-drone,Original tactical silhouette.
req-intruder-drone-wounded,entity,Primeblood Drone,wounded,base-game,critical,missing,yes,,,intruder-drone,Unique entity art is required.
req-intruder-queen-bag-token,entity,Primeblood Queen,bag-token,base-game,critical,missing,yes,,,intruder-queen,Unique entity art is required.
req-intruder-queen-boss-health,entity,Primeblood Queen,boss-health,base-game,critical,partial,partial,../../assets/generated/intruders/queen.svg,../../js/render.js,intruder-queen,Queen token and hit count exist; dedicated boss board is missing.
req-intruder-queen-model,entity,Primeblood Queen,model,base-game,critical,missing,yes,,,intruder-queen,Unique entity art is required.
req-intruder-queen-silhouette,entity,Primeblood Queen,silhouette,base-game,critical,complete,no,../../assets/generated/intruders/queen.svg,../../js/render.js,intruder-queen,Original tactical silhouette.
req-intruder-queen-top-down-token,entity,Primeblood Queen,top-down-token,base-game,critical,complete,no,../../assets/generated/intruders/queen.svg,../../js/render.js,intruder-queen,Original tactical silhouette.
req-intruder-queen-wounded,entity,Primeblood Queen,wounded,base-game,critical,missing,yes,,,intruder-queen,Unique entity art is required.
req-sangrevores-iconography,entity,Sangrevores,iconography,future,future,deferred,deferred,,,sangrevores,Not in current base-game scope.
req-sangrevores-queen,entity,Sangrevores,queen,future,future,deferred,deferred,,,sangrevores,Not in current base-game scope.
req-sangrevores-race-models,entity,Sangrevores,race-models,future,future,deferred,deferred,,,sangrevores,Not in current base-game scope.
req-sangrevores-tokens,entity,Sangrevores,tokens,future,future,deferred,deferred,,,sangrevores,Not in current base-game scope.
req-robot-active,entity,Security Robot,active,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg#i-robot,../../js/render.js;../../js/ui.js,robot,Semantic robot symbol exists; dedicated entity art is missing.
req-robot-destroyed,entity,Security Robot,destroyed,base-game,high,missing,yes,,,robot,No current production art is linked.
req-robot-inactive,entity,Security Robot,inactive,base-game,high,missing,yes,,,robot,No current production art is linked.
req-robot-model,entity,Security Robot,model,base-game,high,missing,yes,,,robot,No current production art is linked.
req-robot-portrait,entity,Security Robot,portrait,base-game,high,partial,partial,../../assets/generated/ui-symbols.svg#i-robot,../../js/render.js;../../js/ui.js,robot,Semantic robot symbol exists; dedicated entity art is missing.
req-robot-top-down-token,entity,Security Robot,top-down-token,base-game,high,missing,yes,,,robot,No current production art is linked.
req-uav-active,entity,UAV,active,future,future,deferred,deferred,,,uav,Not in current base-game scope.
req-uav-damaged,entity,UAV,damaged,future,future,deferred,deferred,,,uav,Not in current base-game scope.
req-uav-model,entity,UAV,model,future,future,deferred,deferred,,,uav,Not in current base-game scope.
req-uav-top-down-token,entity,UAV,top-down-token,future,future,deferred,deferred,,,uav,Not in current base-game scope.
req-xyrians-iconography,entity,Xyrians,iconography,future,future,deferred,deferred,,,xyrians,Not in current base-game scope.
req-xyrians-queen,entity,Xyrians,queen,future,future,deferred,deferred,,,xyrians,Not in current base-game scope.
req-xyrians-race-models,entity,Xyrians,race-models,future,future,deferred,deferred,,,xyrians,Not in current base-game scope.
req-xyrians-tokens,entity,Xyrians,tokens,future,future,deferred,deferred,,,xyrians,Not in current base-game scope.
req-fx-combat-acid,fx,Combat effects,acid,base-game,medium,missing,yes,,,fx-combat,Unique authored presentation/effect art is required.
req-fx-combat-blood,fx,Combat effects,blood,base-game,medium,missing,yes,,,fx-combat,Unique authored presentation/effect art is required.
req-fx-combat-death,fx,Combat effects,death,base-game,medium,missing,yes,,,fx-combat,Unique authored presentation/effect art is required.
req-fx-combat-explosion,fx,Combat effects,explosion,base-game,medium,missing,yes,,,fx-combat,Unique authored presentation/effect art is required.
req-fx-combat-impact,fx,Combat effects,impact,base-game,medium,missing,yes,,,fx-combat,Unique authored presentation/effect art is required.
req-fx-combat-muzzle-flash,fx,Combat effects,muzzle-flash,base-game,medium,missing,yes,,,fx-combat,Unique authored presentation/effect art is required.
req-fx-combat-repel,fx,Combat effects,repel,base-game,medium,missing,yes,,,fx-combat,Unique authored presentation/effect art is required.
req-fx-environment-darkness,fx,Environmental effects,darkness,base-game,medium,missing,yes,,,fx-environment,Unique authored presentation/effect art is required.
req-fx-environment-emergency-lighting,fx,Environmental effects,emergency-lighting,base-game,medium,missing,yes,,,fx-environment,Unique authored presentation/effect art is required.
req-fx-environment-fire,fx,Environmental effects,fire,base-game,medium,missing,yes,,,fx-environment,Unique authored presentation/effect art is required.
req-fx-environment-oxygen-failure,fx,Environmental effects,oxygen-failure,base-game,medium,missing,yes,,,fx-environment,Unique authored presentation/effect art is required.
req-fx-environment-smoke,fx,Environmental effects,smoke,base-game,medium,missing,yes,,,fx-environment,Unique authored presentation/effect art is required.
req-fx-environment-sparks,fx,Environmental effects,sparks,base-game,medium,missing,yes,,,fx-environment,Unique authored presentation/effect art is required.
req-icon-actions-cautious-move,icon,Action and cost symbols,cautious-move,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-actions,Semantic vector symbol and visible text label.
req-icon-actions-cost-1,icon,Action and cost symbols,cost-1,base-game,critical,missing,yes,,,icon-actions,Dedicated semantic icon is missing.
req-icon-actions-cost-2,icon,Action and cost symbols,cost-2,base-game,critical,missing,yes,,,icon-actions,Dedicated semantic icon is missing.
req-icon-actions-discard-card,icon,Action and cost symbols,discard-card,base-game,critical,missing,yes,,,icon-actions,Dedicated semantic icon is missing.
req-icon-actions-melee,icon,Action and cost symbols,melee,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-actions,Semantic vector symbol and visible text label.
req-icon-actions-move,icon,Action and cost symbols,move,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-actions,Semantic vector symbol and visible text label.
req-icon-actions-pass,icon,Action and cost symbols,pass,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-actions,Semantic vector symbol and visible text label.
req-icon-actions-room-action,icon,Action and cost symbols,room-action,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-actions,Semantic vector symbol and visible text label.
req-icon-actions-search,icon,Action and cost symbols,search,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-actions,Semantic vector symbol and visible text label.
req-icon-actions-shoot,icon,Action and cost symbols,shoot,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-actions,Semantic vector symbol and visible text label.
req-icon-entities-adult,icon,Entity silhouettes,adult,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-entities,Semantic vector symbol and visible text label.
req-icon-entities-character,icon,Entity silhouettes,character,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-entities,Semantic vector symbol and visible text label.
req-icon-entities-corpse,icon,Entity silhouettes,corpse,base-game,critical,missing,yes,,,icon-entities,Dedicated semantic icon is missing.
req-icon-entities-drone,icon,Entity silhouettes,drone,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-entities,Semantic vector symbol and visible text label.
req-icon-entities-egg,icon,Entity silhouettes,egg,base-game,critical,missing,yes,,,icon-entities,Dedicated semantic icon is missing.
req-icon-entities-primeblood,icon,Entity silhouettes,primeblood,base-game,critical,missing,yes,,,icon-entities,Dedicated semantic icon is missing.
req-icon-entities-queen,icon,Entity silhouettes,queen,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-entities,Semantic vector symbol and visible text label.
req-icon-entities-robot,icon,Entity silhouettes,robot,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-entities,Semantic vector symbol and visible text label.
req-icon-hazards-autodestruction,icon,Hazard symbols,autodestruction,base-game,critical,missing,yes,,,icon-hazards,Dedicated semantic icon is missing.
req-icon-hazards-contamination,icon,Hazard symbols,contamination,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-hazards,Semantic vector symbol and visible text label.
req-icon-hazards-darkness,icon,Hazard symbols,darkness,base-game,critical,missing,yes,,,icon-hazards,Dedicated semantic icon is missing.
req-icon-hazards-fire,icon,Hazard symbols,fire,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-hazards,Semantic vector symbol and visible text label.
req-icon-hazards-infected,icon,Hazard symbols,infected,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-hazards,Semantic vector symbol and visible text label.
req-icon-hazards-malfunction,icon,Hazard symbols,malfunction,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-hazards,Semantic vector symbol and visible text label.
req-icon-hazards-noise,icon,Hazard symbols,noise,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-hazards,Semantic vector symbol and visible text label.
req-icon-hazards-suffocation,icon,Hazard symbols,suffocation,base-game,critical,missing,yes,,,icon-hazards,Dedicated semantic icon is missing.
req-icon-health-death,icon,Health and injury symbols,death,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-health,Semantic vector symbol and visible text label.
req-icon-health-heal,icon,Health and injury symbols,heal,base-game,critical,missing,yes,,,icon-health,Dedicated semantic icon is missing.
req-icon-health-health,icon,Health and injury symbols,health,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-health,Semantic vector symbol and visible text label.
req-icon-health-heavily-injured,icon,Health and injury symbols,heavily-injured,base-game,critical,missing,yes,,,icon-health,Dedicated semantic icon is missing.
req-icon-health-injured,icon,Health and injury symbols,injured,base-game,critical,missing,yes,,,icon-health,Dedicated semantic icon is missing.
req-icon-health-serious-wound,icon,Health and injury symbols,serious-wound,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-health,Semantic vector symbol and visible text label.
req-icon-map-broken-door,icon,Map symbols,broken-door,base-game,critical,missing,yes,,,icon-map,Dedicated semantic icon is missing.
req-icon-map-cannot-break,icon,Map symbols,cannot-break,base-game,critical,missing,yes,,,icon-map,Dedicated semantic icon is missing.
req-icon-map-cannot-secure,icon,Map symbols,cannot-secure,base-game,critical,missing,yes,,,icon-map,Dedicated semantic icon is missing.
req-icon-map-corridor-directions,icon,Map symbols,corridor-directions,base-game,critical,missing,yes,,,icon-map,Dedicated semantic icon is missing.
req-icon-map-door,icon,Map symbols,door,base-game,critical,missing,yes,,,icon-map,Dedicated semantic icon is missing.
req-icon-map-room-types-a-b-c-random,icon,Map symbols,room-types-A-B-C-random,base-game,critical,missing,yes,,,icon-map,Dedicated semantic icon is missing.
req-icon-map-secure,icon,Map symbols,secure,base-game,critical,missing,yes,,,icon-map,Dedicated semantic icon is missing.
req-icon-objectives-escape,icon,Objective and mission symbols,escape,base-game,high,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-objectives,Semantic vector symbol and visible text label.
req-icon-objectives-failure,icon,Objective and mission symbols,failure,base-game,high,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-objectives,Semantic vector symbol and visible text label.
req-icon-objectives-mission,icon,Objective and mission symbols,mission,base-game,high,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-objectives,Semantic vector symbol and visible text label.
req-icon-objectives-private,icon,Objective and mission symbols,private,base-game,high,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-objectives,Semantic vector symbol and visible text label.
req-icon-objectives-success,icon,Objective and mission symbols,success,base-game,high,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-objectives,Semantic vector symbol and visible text label.
req-icon-objectives-survival,icon,Objective and mission symbols,survival,base-game,high,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-objectives,Semantic vector symbol and visible text label.
req-icon-objectives-task,icon,Objective and mission symbols,task,base-game,high,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-objectives,Semantic vector symbol and visible text label.
req-icon-resources-ammo,icon,Resource symbols,ammo,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-resources,Semantic vector symbol and visible text label.
req-icon-resources-backpack,icon,Resource symbols,backpack,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-resources,Semantic vector symbol and visible text label.
req-icon-resources-computer,icon,Resource symbols,computer,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-resources,Semantic vector symbol and visible text label.
req-icon-resources-heavy,icon,Resource symbols,heavy,base-game,critical,missing,yes,,,icon-resources,Dedicated semantic icon is missing.
req-icon-resources-one-use,icon,Resource symbols,one-use,base-game,critical,missing,yes,,,icon-resources,Dedicated semantic icon is missing.
req-icon-resources-oxygen,icon,Resource symbols,oxygen,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-resources,Semantic vector symbol and visible text label.
req-icon-resources-search,icon,Resource symbols,search,base-game,critical,complete,no,../../assets/generated/ui-symbols.svg,../../js/assets.js;../../js/render.js;../../js/ui.js,icon-resources,Semantic vector symbol and visible text label.
req-icon-resources-tactical-belt,icon,Resource symbols,tactical-belt,base-game,critical,missing,yes,,,icon-resources,Dedicated semantic icon is missing.
req-corridor-tiles-blocked,map,Corridor tiles,blocked,base-game,critical,partial,partial,../../js/render.js,../../js/render.js,corridor-tiles,Functional geometry/state exists only in generalized form.
req-corridor-tiles-corner,map,Corridor tiles,corner,base-game,critical,partial,partial,../../js/render.js,../../js/render.js,corridor-tiles,Functional geometry/state exists only in generalized form.
req-corridor-tiles-dark,map,Corridor tiles,dark,base-game,critical,partial,partial,../../js/render.js,../../js/render.js,corridor-tiles,Functional geometry/state exists only in generalized form.
req-corridor-tiles-explored,map,Corridor tiles,explored,base-game,critical,complete,no,../../js/render.js,../../js/render.js,corridor-tiles,Procedural tactical corridor rendering.
req-corridor-tiles-junction,map,Corridor tiles,junction,base-game,critical,partial,partial,../../js/render.js,../../js/render.js,corridor-tiles,Functional geometry/state exists only in generalized form.
req-corridor-tiles-lit,map,Corridor tiles,lit,base-game,critical,complete,no,../../js/render.js,../../js/render.js,corridor-tiles,Procedural tactical corridor rendering.
req-corridor-tiles-noisy,map,Corridor tiles,noisy,base-game,critical,complete,no,../../js/render.js,../../js/render.js,corridor-tiles,Procedural tactical corridor rendering.
req-corridor-tiles-occupied,map,Corridor tiles,occupied,base-game,critical,complete,no,../../js/render.js,../../js/render.js,corridor-tiles,Procedural tactical corridor rendering.
req-corridor-tiles-straight,map,Corridor tiles,straight,base-game,critical,complete,no,../../js/render.js,../../js/render.js,corridor-tiles,Procedural tactical corridor rendering.
req-corridor-tiles-unexplored,map,Corridor tiles,unexplored,base-game,critical,missing,yes,,,corridor-tiles,Dedicated corridor treatment is missing.
req-landing-zone-deployment-zones,map,Landing Zone,deployment-zones,base-game,critical,partial,partial,../../assets/generated/rooms/landingZone.svg,../../js/render.js,landing-zone,Player placement works; dedicated deployment-zone art is missing.
req-landing-zone-escape-status,map,Landing Zone,escape-status,base-game,critical,missing,yes,,,landing-zone,No current production art is linked.
req-landing-zone-lander-status,map,Landing Zone,lander-status,base-game,critical,missing,yes,,,landing-zone,No current production art is linked.
req-landing-zone-room-art,map,Landing Zone,room-art,base-game,critical,complete,no,../../assets/generated/rooms/landingZone.svg,../../js/render.js,landing-zone,Original room plate.
req-corridor-floor-kit-conduits,map,Modular corridor material kit,conduits,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,corridor-floor-kit,Original geometric material vocabulary.
req-corridor-floor-kit-damage,map,Modular corridor material kit,damage,base-game,critical,missing,yes,,,corridor-floor-kit,Dedicated material variant is missing.
req-corridor-floor-kit-grating,map,Modular corridor material kit,grating,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,corridor-floor-kit,Original geometric material vocabulary.
req-corridor-floor-kit-hazard-stripes,map,Modular corridor material kit,hazard-stripes,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,corridor-floor-kit,Original geometric material vocabulary.
req-corridor-floor-kit-metal-panels,map,Modular corridor material kit,metal-panels,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,corridor-floor-kit,Original geometric material vocabulary.
req-corridor-floor-kit-rails,map,Modular corridor material kit,rails,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,corridor-floor-kit,Original geometric material vocabulary.
req-room-floor-kit-conduits,map,Modular room floor material kit,conduits,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,room-floor-kit,Original geometric material vocabulary.
req-room-floor-kit-damage,map,Modular room floor material kit,damage,base-game,critical,missing,yes,,,room-floor-kit,Dedicated material variant is missing.
req-room-floor-kit-decals,map,Modular room floor material kit,decals,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,room-floor-kit,Original geometric material vocabulary.
req-room-floor-kit-grating,map,Modular room floor material kit,grating,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,room-floor-kit,Original geometric material vocabulary.
req-room-floor-kit-hazard-stripes,map,Modular room floor material kit,hazard-stripes,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,room-floor-kit,Original geometric material vocabulary.
req-room-floor-kit-metal-panels,map,Modular room floor material kit,metal-panels,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,room-floor-kit,Original geometric material vocabulary.
req-room-floor-kit-stains,map,Modular room floor material kit,stains,base-game,critical,missing,yes,,,room-floor-kit,Dedicated material variant is missing.
req-room-floor-kit-vents,map,Modular room floor material kit,vents,base-game,critical,complete,no,../../assets/generated/board/facility-playmat.svg,../../js/render.js,room-floor-kit,Original geometric material vocabulary.
req-room-tiles-random-disabled,map,Random room tiles,disabled,base-game,critical,partial,partial,../../js/render.js,../../js/render.js,room-tiles-random,Disabled state relies on subdued rendering rather than unique art.
req-room-tiles-random-explored,map,Random room tiles,explored,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-random,Shared tactical room-state rendering.
req-room-tiles-random-legal-target,map,Random room tiles,legal-target,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-random,Shared tactical room-state rendering.
req-room-tiles-random-selected,map,Random room tiles,selected,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-random,Shared tactical room-state rendering.
req-room-tiles-random-unexplored,map,Random room tiles,unexplored,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-tiles-random,Shared tactical room-state rendering.
req-room-walls-broken-door,map,Room and corridor boundary treatment,broken-door,base-game,critical,missing,yes,,,room-walls,Dedicated door-state art is missing.
req-room-walls-closed-door,map,Room and corridor boundary treatment,closed-door,base-game,critical,missing,yes,,,room-walls,Dedicated door-state art is missing.
req-room-walls-doorway,map,Room and corridor boundary treatment,doorway,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-walls,Procedural octagonal boundaries and passages.
req-room-walls-open-passage,map,Room and corridor boundary treatment,open-passage,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-walls,Procedural octagonal boundaries and passages.
req-room-walls-sealed-door,map,Room and corridor boundary treatment,sealed-door,base-game,critical,missing,yes,,,room-walls,Dedicated door-state art is missing.
req-room-walls-wall,map,Room and corridor boundary treatment,wall,base-game,critical,complete,no,../../js/render.js,../../js/render.js,room-walls,Procedural octagonal boundaries and passages.
game-room-airlock,map,Room plates,Airlock,base-game,critical,complete,no,../../assets/generated/rooms/airlock.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-armory,map,Room plates,Armory,base-game,critical,complete,no,../../assets/generated/rooms/armory.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-commsRoom,map,Room plates,Communications Room,base-game,critical,complete,no,../../assets/generated/rooms/commsRoom.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-coolingSystem,map,Room plates,Cooling System,base-game,critical,complete,no,../../assets/generated/rooms/coolingSystem.svg,../../js/render.js,room-tiles-b,Concrete room plate from current game data.
game-room-drillingRoom,map,Room plates,Drilling Room,base-game,critical,complete,no,../../assets/generated/rooms/drillingRoom.svg,../../js/render.js,room-tiles-a,Concrete room plate from current game data.
game-room-engineRoom,map,Room plates,Engine Room,base-game,critical,complete,no,../../assets/generated/rooms/engineRoom.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-escapeShuttle,map,Room plates,Escape Shuttle,base-game,critical,complete,no,../../assets/generated/rooms/escapeShuttle.svg,../../js/render.js,room-tiles-c,Concrete room plate from current game data.
game-room-gunneryRoom,map,Room plates,Gunnery Room,base-game,critical,complete,no,../../assets/generated/rooms/gunneryRoom.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-hibernatorium,map,Room plates,Hibernatorium,base-game,critical,complete,no,../../assets/generated/rooms/hibernatorium.svg,../../js/render.js,room-tiles-b,Concrete room plate from current game data.
game-room-laboratory,map,Room plates,Laboratory,base-game,critical,complete,no,../../assets/generated/rooms/laboratory.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-landingZone,map,Room plates,Landing Zone,base-game,critical,complete,no,../../assets/generated/rooms/landingZone.svg,../../js/render.js,room-tiles-a,Concrete room plate from current game data.
game-room-lifeSupportControlA,map,Room plates,"Life Support Control ""A""",base-game,critical,complete,no,../../assets/generated/rooms/lifeSupportControlA.svg,../../js/render.js,room-tiles-a,Concrete room plate from current game data.
game-room-lifeSupportControlB,map,Room plates,"Life Support Control ""B""",base-game,critical,complete,no,../../assets/generated/rooms/lifeSupportControlB.svg,../../js/render.js,room-tiles-b,Concrete room plate from current game data.
game-room-lifeSupportControlC,map,Room plates,"Life Support Control ""C""",base-game,critical,complete,no,../../assets/generated/rooms/lifeSupportControlC.svg,../../js/render.js,room-tiles-c,Concrete room plate from current game data.
game-room-powerGenerator,map,Room plates,Power Generator,base-game,critical,complete,no,../../assets/generated/rooms/powerGenerator.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-reactor,map,Room plates,Reactor,base-game,critical,complete,no,../../assets/generated/rooms/reactor.svg,../../js/render.js,room-tiles-c,Concrete room plate from current game data.
game-room-serverRoom,map,Room plates,Server Room,base-game,critical,complete,no,../../assets/generated/rooms/serverRoom.svg,../../js/render.js,room-tiles-b,Concrete room plate from current game data.
game-room-shelter,map,Room plates,Shelter,base-game,critical,complete,no,../../assets/generated/rooms/shelter.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-sprinklersControl,map,Room plates,Sprinklers Control,base-game,critical,complete,no,../../assets/generated/rooms/sprinklersControl.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-storageRoom,map,Room plates,Storage Room,base-game,critical,complete,no,../../assets/generated/rooms/storageRoom.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-surgeryRoom,map,Room plates,Surgery Room,base-game,critical,complete,no,../../assets/generated/rooms/surgeryRoom.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
game-room-technicalCorridorEntrance,map,Room plates,Technical Corridor Entrance,base-game,critical,complete,no,../../assets/generated/rooms/technicalCorridorEntrance.svg,../../js/render.js,room-tiles-random,Concrete room plate from current game data.
